"Province.State","Country.Region","Date","Lat","Long","Confirmed","Deaths","Recovered","DeathRate"
"","Algeria",2020-02-13,28.0339,1.6596,0,0,0,NA
"","Algeria",2020-02-14,28.0339,1.6596,0,0,0,NA
"","Algeria",2020-02-15,28.0339,1.6596,0,0,0,NA
"","Algeria",2020-02-16,28.0339,1.6596,0,0,0,NA
"","Algeria",2020-02-17,28.0339,1.6596,0,0,0,NA
"","Algeria",2020-02-18,28.0339,1.6596,0,0,0,NA
"","Algeria",2020-02-19,28.0339,1.6596,0,0,0,NA
"","Algeria",2020-02-20,28.0339,1.6596,0,0,0,NA
"","Algeria",2020-02-21,28.0339,1.6596,0,0,0,NA
"","Algeria",2020-02-22,28.0339,1.6596,0,0,0,NA
"","Algeria",2020-02-23,28.0339,1.6596,0,0,0,NA
"","Algeria",2020-02-24,28.0339,1.6596,0,0,0,NA
"","Algeria",2020-02-25,28.0339,1.6596,1,0,0,0
"","Algeria",2020-02-26,28.0339,1.6596,1,0,0,0
"","Algeria",2020-02-27,28.0339,1.6596,1,0,0,0
"","Algeria",2020-02-28,28.0339,1.6596,1,0,0,0
"","Algeria",2020-02-29,28.0339,1.6596,1,0,0,0
"","Algeria",2020-03-01,28.0339,1.6596,1,0,0,0
"","Algeria",2020-03-02,28.0339,1.6596,3,0,0,0
"","Algeria",2020-03-03,28.0339,1.6596,5,0,0,0
"","Algeria",2020-03-04,28.0339,1.6596,12,0,0,0
"","Algeria",2020-03-05,28.0339,1.6596,12,0,0,0
"","Algeria",2020-03-06,28.0339,1.6596,17,0,0,0
"","Algeria",2020-03-07,28.0339,1.6596,17,0,0,0
"","Algeria",2020-03-08,28.0339,1.6596,19,0,0,0
"","Algeria",2020-03-09,28.0339,1.6596,20,0,0,0
"","Algeria",2020-03-10,28.0339,1.6596,20,0,0,0
"","Algeria",2020-03-11,28.0339,1.6596,20,0,0,0
"","Algeria",2020-03-12,28.0339,1.6596,24,1,8,0.0416666666666667
"","Algeria",2020-03-13,28.0339,1.6596,26,2,8,0.0769230769230769
"","Algeria",2020-03-14,28.0339,1.6596,37,3,12,0.0810810810810811
"","Algeria",2020-03-15,28.0339,1.6596,48,4,12,0.0833333333333333
"","Algeria",2020-03-16,28.0339,1.6596,54,4,12,0.0740740740740741
"","Algeria",2020-03-17,28.0339,1.6596,60,4,12,0.0666666666666667
"","Algeria",2020-03-18,28.0339,1.6596,74,7,12,0.0945945945945946
"","Algeria",2020-03-19,28.0339,1.6596,87,9,32,0.103448275862069
"","Algeria",2020-03-20,28.0339,1.6596,90,11,32,0.122222222222222
"","Algeria",2020-03-21,28.0339,1.6596,139,15,32,0.107913669064748
"","Andorra",2020-01-22,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-01-23,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-01-24,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-01-25,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-01-26,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-01-27,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-01-28,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-01-29,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-01-30,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-01-31,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-01,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-02,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-03,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-04,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-05,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-06,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-07,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-08,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-09,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-10,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-11,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-12,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-13,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-14,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-15,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-16,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-17,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-18,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-19,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-20,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-21,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-22,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-23,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-24,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-25,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-26,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-27,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-28,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-02-29,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-03-01,42.5063,1.5218,0,0,0,NA
"","Andorra",2020-03-02,42.5063,1.5218,1,0,0,0
"","Andorra",2020-03-03,42.5063,1.5218,1,0,0,0
"","Andorra",2020-03-04,42.5063,1.5218,1,0,0,0
"","Andorra",2020-03-05,42.5063,1.5218,1,0,0,0
"","Andorra",2020-03-06,42.5063,1.5218,1,0,0,0
"","Andorra",2020-03-07,42.5063,1.5218,1,0,0,0
"","Andorra",2020-03-08,42.5063,1.5218,1,0,0,0
"","Andorra",2020-03-09,42.5063,1.5218,1,0,0,0
"","Andorra",2020-03-10,42.5063,1.5218,1,0,0,0
"","Andorra",2020-03-11,42.5063,1.5218,1,0,0,0
"","Andorra",2020-03-12,42.5063,1.5218,1,0,1,0
"","Andorra",2020-03-13,42.5063,1.5218,1,0,0,0
"","Andorra",2020-03-14,42.5063,1.5218,1,0,1,0
"","Andorra",2020-03-15,42.5063,1.5218,1,0,1,0
"","Andorra",2020-03-16,42.5063,1.5218,2,0,1,0
"","Andorra",2020-03-17,42.5063,1.5218,39,0,1,0
"","Andorra",2020-03-18,42.5063,1.5218,39,0,1,0
"","Andorra",2020-03-19,42.5063,1.5218,53,0,1,0
"","Andorra",2020-03-20,42.5063,1.5218,75,0,1,0
"","Andorra",2020-03-21,42.5063,1.5218,88,0,1,0
"","Angola",2020-01-22,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-01-23,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-01-24,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-01-25,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-01-26,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-01-27,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-01-28,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-01-29,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-01-30,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-01-31,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-01,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-02,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-03,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-04,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-05,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-06,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-07,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-08,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-09,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-10,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-11,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-12,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-13,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-14,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-15,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-16,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-17,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-18,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-19,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-20,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-21,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-22,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-23,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-24,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-25,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-26,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-27,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-28,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-02-29,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-01,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-02,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-03,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-04,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-05,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-06,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-07,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-08,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-09,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-10,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-11,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-12,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-13,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-14,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-15,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-16,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-17,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-18,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-19,-11.2027,17.8739,0,0,0,NA
"","Angola",2020-03-20,-11.2027,17.8739,1,0,0,0
"","Angola",2020-03-21,-11.2027,17.8739,2,0,0,0
"","Antigua and Barbuda",2020-01-22,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-01-23,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-01-24,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-01-25,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-01-26,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-01-27,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-01-28,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-01-29,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-01-30,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-01-31,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-01,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-02,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-03,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-04,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-05,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-06,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-07,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-08,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-09,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-10,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-11,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-12,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-13,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-14,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-15,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-16,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-17,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-18,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-19,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-20,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-21,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-22,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-23,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-24,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-25,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-26,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-27,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-28,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-02-29,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-03-01,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-03-02,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-03-03,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-03-04,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-03-05,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-03-06,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-03-07,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-03-08,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-03-09,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-03-10,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-03-11,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-03-12,17.0608,-61.7964,0,0,0,NA
"","Antigua and Barbuda",2020-03-13,17.0608,-61.7964,1,0,0,0
"","Antigua and Barbuda",2020-03-14,17.0608,-61.7964,1,0,0,0
"","Antigua and Barbuda",2020-03-15,17.0608,-61.7964,1,0,0,0
"","Antigua and Barbuda",2020-03-16,17.0608,-61.7964,1,0,0,0
"","Antigua and Barbuda",2020-03-17,17.0608,-61.7964,1,0,0,0
"","Antigua and Barbuda",2020-03-18,17.0608,-61.7964,1,0,0,0
"","Antigua and Barbuda",2020-03-19,17.0608,-61.7964,1,0,0,0
"","Antigua and Barbuda",2020-03-20,17.0608,-61.7964,1,0,0,0
"","Antigua and Barbuda",2020-03-21,17.0608,-61.7964,1,0,0,0
"","Argentina",2020-01-22,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-01-23,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-01-24,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-01-25,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-01-26,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-01-27,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-01-28,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-01-29,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-01-30,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-01-31,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-01,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-02,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-03,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-04,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-05,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-06,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-07,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-08,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-09,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-10,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-11,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-12,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-13,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-14,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-15,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-16,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-17,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-18,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-19,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-20,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-21,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-22,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-23,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-24,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-25,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-26,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-27,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-28,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-02-29,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-03-01,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-03-02,-38.4161,-63.6167,0,0,0,NA
"","Argentina",2020-03-03,-38.4161,-63.6167,1,0,0,0
"","Argentina",2020-03-04,-38.4161,-63.6167,1,0,0,0
"","Argentina",2020-03-05,-38.4161,-63.6167,1,0,0,0
"","Argentina",2020-03-06,-38.4161,-63.6167,2,0,0,0
"","Argentina",2020-03-07,-38.4161,-63.6167,8,0,0,0
"","Argentina",2020-03-08,-38.4161,-63.6167,12,1,0,0.0833333333333333
"","Argentina",2020-03-09,-38.4161,-63.6167,12,1,0,0.0833333333333333
"","Argentina",2020-03-10,-38.4161,-63.6167,17,1,0,0.0588235294117647
"","Argentina",2020-03-11,-38.4161,-63.6167,19,1,0,0.0526315789473684
"","Argentina",2020-03-12,-38.4161,-63.6167,19,1,0,0.0526315789473684
"","Argentina",2020-03-13,-38.4161,-63.6167,31,2,0,0.0645161290322581
